CybORG v2.1, Scenario2A, Commit Hash: 7c31dcd8da21813d1423f65aa989a4f3f60aa327
author: Krystal, team: CSET, technique: Test evaluation
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: RedMeanderAgent, mean: -8.963999999999999, standard deviation 1.8858601981241045
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.243.208/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.243.222', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.243.210', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.243.219', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.243.212', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.243.215', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.243.219', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.243.215', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.95.58', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.243.210', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.95.52', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.243.222', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.58', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.52', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.95.58', 'Meander')], total reward: -10.3
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.47.48/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.47.52', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.47.62', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.47.61', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.47.59', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.47.49', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.47.62', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.71.109', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.47.52', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.71.99', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.47.61', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'ExploitRemoteService 10.0.47.49', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.47.59', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.71.99', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.71.109', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.71.109', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.71.109', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.71.99', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.71.99', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.71.99', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.71.99', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.71.109', 'Meander')], total reward: -8.599999999999996
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.45.96/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.45.102', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.45.108', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.45.109', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.45.105', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.45.107', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.45.102', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.204.188', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.45.108', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.204.188', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.204.188', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.45.105', 'Meander'), ('Analyse Enterprise1', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'DiscoverNetworkServices 10.0.204.190', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.204.188', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.204.190', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.45.107', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.45.109', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.204.188', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.204.188', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.204.190', 'Meander'), ('Restore User1', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.204.176/28', 'Meander'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.204.183', 'Meander'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.204.179', 'Meander')], total reward: -8.1
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.220.208/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.220.214', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.220.212', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.220.217', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.220.222', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.220.220', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.220.212', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.140.183', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.220.217', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.220.214', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.140.185', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.140.183', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.140.176/28', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.140.190', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.140.186', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.140.190', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.140.185', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.140.183', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.140.185', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.140.183', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.220.220', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.140.186', 'Meander')], total reward: -9.099999999999996
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.209.224/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.227', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.209.230', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.237', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.209.228', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.234', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.209.237', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.79.213', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.209.227', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.209.228', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.213', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.213', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.209.234', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.79.219', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.209.228', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.79.219', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.209.230', 'Meander'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'ExploitRemoteService 10.0.79.219', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.79.213', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.213', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.213', 'Meander')], total reward: -9.1
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.119.0/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.119.6', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.119.9', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.119.11', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.119.3', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.119.5', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.119.6', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.250.82', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.119.11', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User2', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.119.5', 'Meander'), ('Restore User2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'DiscoverNetworkServices 10.0.250.84', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.250.82', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.119.9', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.250.82', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.119.3', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.250.82', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.250.82', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.250.84', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.250.82', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.250.82', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.250.84', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander')], total reward: -11.2
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.53.0/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.53.5', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.53.1', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.53.6', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.53.14', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.53.11', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.53.5', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.125.216', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.53.6', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.125.220', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.53.11', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.125.216', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.125.216', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.53.14', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.125.216', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.125.220', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.125.216', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.125.216', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.125.216', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.125.220', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.1', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.125.220', 'Meander'), ('Restore User1', 'PrivilegeEscalate Enterprise0', 'Meander')], total reward: -7.799999999999999
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.169.48/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.169.60', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.169.54', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.169.56', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.169.61', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.169.62', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.169.56', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.106.19', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.169.54', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.106.23', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.169.62', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.169.61', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.169.60', 'Meander'), ('Restore User4', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'ExploitRemoteService 10.0.106.23', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.106.19', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.106.19', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.106.19', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.106.19', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.106.19', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.19', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.23', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.106.23', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.106.23', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.106.23', 'Meander')], total reward: -7.199999999999999
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.122.240/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.122.245', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.122.247', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.122.242', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.122.248', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.122.249', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.122.247', 'Meander'), ('Analyse Enterprise2', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'DiscoverNetworkServices 10.0.101.115', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.122.249', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.101.121', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.122.245', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4', 'Meander'), ('Restore User1', 'ExploitRemoteService 10.0.101.115', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Restore User4', 'ExploitRemoteService 10.0.101.115', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.101.121', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.101.121', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.101.115', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.101.121', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.122.242', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.101.115', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.122.248', 'Meander'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'ExploitRemoteService 10.0.101.121', 'Meander')], total reward: -9.1
steps: 50, adversary: RedMeanderAgent, mean: -14.619, standard deviation 2.7810940002782787
actions: [('DecoyFemitter Enterprise1', 'DiscoverRemoteSystems 10.0.92.176/28', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.92.181', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.92.190', 'Meander'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.92.177', 'Meander'), ('DecoyFemitter Enterprise2', 'DiscoverNetworkServices 10.0.92.180', 'Meander'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.92.183', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User0', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.92.183', 'Meander'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User2', 'Meander'), ('Restore User2', 'DiscoverNetworkServices 10.0.5.182', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.92.190', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.92.177', 'Meander'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate User4', 'Meander'), ('Restore User4', 'DiscoverNetworkServices 10.0.5.177', 'Meander'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.5.177', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.177', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.177', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.177', 'Meander'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.92.180', 'Meander'), ('Analyse Enterprise1', 'PrivilegeEscalate User3', 'Meander'), ('Restore User3', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.92.181', 'Meander'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User1', 'Meander'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.5.177', 'Meander'), ('Restore User1', 'PrivilegeEscalate Enterprise0', 'Meander'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.5.176/28', 'Meander'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.5.185', 'Meander'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.5.190', 'Meander'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.5.190', 'Meander'), ('Restore Enterprise2', 'PrivilegeEscalate Enterprise2', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.185', 'Meander'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('DecoyApache User1', 'ExploitRemoteService 10.0.5.190', 'Meander'), ('Restore Enterprise2', 'PrivilegeEscalate Enterprise2', 'Meander'), ('DecoyApache User1', 'ExploitRemoteService 10.0.5.190', 'Meander'), ('DecoyApache User1', 'ExploitRemoteService 10.0.5.182', 'Meander'), ('DecoyApache User1', 'ExploitRemoteService 10.0.5.190', 'Meander'), ('DecoyApache User1', 'ExploitRemoteService 10.0.5.190', 'Meander'), ('DecoyApache User1', 'ExploitRemoteService 10.0.5.177', 'Meander')], total reward: -14.899999999999999
