CybORG v2.1, Scenario2A, Commit Hash: 9421c8e985627810c5cac2abf0bcb62dfa6749fc
author: krystal, team: cset, technique: ppo2A
wrappers: ChallengeWrapper(env=env, agent_name='Blue')
steps: 30, adversary: B_lineAgent, mean: -170.08499999999995, standard deviation 76.49125701013087
actions: [('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.220.192/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.220.197'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.220.197'), ('DecoyFemitter Op_Server0', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.144.152'), ('DecoyFemitter User0', 'ExploitRemoteService 10.0.144.152'), ('Analyse Defender', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host2', 'DiscoverRemoteSystems 10.0.144.144/28'), ('Sleep', 'DiscoverNetworkServices 10.0.144.146'), ('DecoyApache User0', 'ExploitRemoteService 10.0.144.146'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.69.248'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.69.248'), ('Analyse Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Enterprise1', 'DiscoverRemoteSystems 10.0.156.16/28'), ('Remove User2', 'DiscoverNetworkServices 10.0.156.22'), ('Analyse User0', 'ExploitRemoteService 10.0.156.22'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.138.53'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.138.53'), ('Analyse User1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host1', 'DiscoverRemoteSystems 10.0.138.48/28'), ('Remove User3', 'DiscoverNetworkServices 10.0.138.50'), ('DecoyApache User3', 'ExploitRemoteService 10.0.138.50'), ('Remove User0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.159.91'), ('Analyse Enterprise2', 'ExploitRemoteService 10.0.159.91'), ('Remove Op_Server0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Monitor', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove Op_Host0', 'DiscoverRemoteSystems 10.0.116.32/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.116.33'), ('Remove User1', 'ExploitRemoteService 10.0.116.33'), ('Remove User3', 'PrivilegeEscalate User4'), ('Remove Defender', 'DiscoverNetworkServices 10.0.116.60'), ('DecoyApache User0', 'ExploitRemoteService 10.0.116.60'), ('Analyse User3', 'PrivilegeEscalate Enterprise0'), ('Sleep', 'DiscoverRemoteSystems 10.0.116.48/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.116.55'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.116.55'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.186.145'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.186.145'), ('Analyse Op_Host0', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Host2', 'Impact Op_Server0'), ('Remove Op_Server0', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Remove Op_Host1', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.147.64/28'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.147.74'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.147.74'), ('Remove User4', 'PrivilegeEscalate User3'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.187.108'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.187.108'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Host1', 'DiscoverRemoteSystems 10.0.187.96/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.187.97'), ('DecoyApache User3', 'ExploitRemoteService 10.0.187.97'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.187.108'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise0'), ('Analyse User0', 'DiscoverRemoteSystems 10.0.187.96/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.187.97'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.187.97'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.187.108'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Op_Host2', 'DiscoverRemoteSystems 10.0.187.96/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.187.97'), ('Remove User3', 'ExploitRemoteService 10.0.187.97'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.187.108'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise0'), ('Analyse Op_Server0', 'DiscoverRemoteSystems 10.0.187.96/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.187.97'), ('Analyse User4', 'ExploitRemoteService 10.0.187.97'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.187.108'), ('Remove Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.187.96/28'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.187.97'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.187.97')], total reward: -26.80000000000001
actions: [('DecoyFemitter User1', 'DiscoverRemoteSystems 10.0.231.240/28'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.231.254'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.231.254'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate User3'), ('Remove User0', 'DiscoverNetworkServices 10.0.211.227'), ('Remove Enterprise0', 'ExploitRemoteService 10.0.211.227'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User1', 'DiscoverRemoteSystems 10.0.211.224/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.211.237'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.211.237'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Enterprise2', 'DiscoverNetworkServices 10.0.224.214'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.224.214'), ('Analyse User2', 'PrivilegeEscalate Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Remove User1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('Remove User3', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse Defender', 'DiscoverRemoteSystems 10.0.1.96/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.1.106'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.1.106'), ('Remove User2', 'PrivilegeEscalate User2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.147.249'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.147.249'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.147.240/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.147.241'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.147.241'), ('Analyse User4', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Enterprise2', 'DiscoverNetworkServices 10.0.71.198'), ('DecoyApache User2', 'ExploitRemoteService 10.0.71.198'), ('Remove User2', 'ExploitRemoteService 10.0.147.241'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'DiscoverNetworkServices 10.0.71.198'), ('Analyse Op_Host1', 'ExploitRemoteService 10.0.71.198'), ('Analyse User2', 'ExploitRemoteService 10.0.147.241'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.71.198'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.71.198'), ('Remove Op_Host0', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0')], total reward: -136.79999999999998
actions: [('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.59.224/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.59.236'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.59.236'), ('DecoyApache User4', 'PrivilegeEscalate User2'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.95.185'), ('Remove Defender', 'ExploitRemoteService 10.0.95.185'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Host1', 'DiscoverRemoteSystems 10.0.95.176/28'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.95.187'), ('Analyse User2', 'ExploitRemoteService 10.0.95.187'), ('Remove Op_Host1', 'PrivilegeEscalate Enterprise2'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.75.19'), ('Remove User3', 'ExploitRemoteService 10.0.75.19'), ('Analyse User1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('DecoyApache Defender', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User1', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('DecoyApache Enterprise2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter User3', 'DiscoverRemoteSystems 10.0.246.64/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.246.67'), ('DecoyApache User3', 'ExploitRemoteService 10.0.246.67'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User3'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.59.174'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.59.174'), ('Analyse User3', 'PrivilegeEscalate Enterprise0'), ('DecoyApache User0', 'DiscoverRemoteSystems 10.0.59.160/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.59.168'), ('Analyse User3', 'ExploitRemoteService 10.0.59.168'), ('DecoyFemitter Defender', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Host2', 'DiscoverNetworkServices 10.0.50.99'), ('DecoyApache User4', 'ExploitRemoteService 10.0.50.99'), ('DecoyApache Op_Host0', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter User2', 'Impact Op_Server0'), ('Remove Defender', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('DecoyFemitter Enterprise0', 'DiscoverRemoteSystems 10.0.90.112/28'), ('Analyse User4', 'DiscoverNetworkServices 10.0.90.126'), ('DecoyFemitter Op_Host0', 'ExploitRemoteService 10.0.90.126'), ('Remove User0', 'PrivilegeEscalate User3'), ('DecoyFemitter User1', 'DiscoverNetworkServices 10.0.157.57'), ('Analyse User0', 'ExploitRemoteService 10.0.157.57'), ('Analyse User3', 'PrivilegeEscalate Enterprise0'), ('Analyse Enterprise1', 'DiscoverRemoteSystems 10.0.157.48/28'), ('DecoyApache Defender', 'DiscoverNetworkServices 10.0.157.62'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.157.62'), ('Remove User3', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter User4', 'DiscoverNetworkServices 10.0.173.212'), ('Remove User2', 'ExploitRemoteService 10.0.173.212'), ('DecoyApache Defender', 'PrivilegeEscalate Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Analyse User0', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Remove Enterprise0', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.246.0/28'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.246.5'), ('Remove Op_Host0', 'ExploitRemoteService 10.0.246.5'), ('DecoyFemitter User2', 'PrivilegeEscalate User4'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.166.217'), ('Analyse User1', 'ExploitRemoteService 10.0.166.217'), ('Analyse Op_Host0', 'PrivilegeEscalate Enterprise0'), ('Remove Enterprise0', 'DiscoverRemoteSystems 10.0.166.208/28'), ('Remove User3', 'DiscoverNetworkServices 10.0.166.212'), ('DecoyFemitter Defender', 'ExploitRemoteService 10.0.166.212'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise2'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.203.200'), ('DecoyApache Defender', 'ExploitRemoteService 10.0.203.200'), ('DecoyFemitter User3', 'ExploitRemoteService 10.0.166.212'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Enterprise2'), ('Remove User0', 'DiscoverNetworkServices 10.0.203.200'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.203.200'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.166.212'), ('DecoyFemitter Op_Host2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host0', 'DiscoverNetworkServices 10.0.203.200'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.203.200'), ('Remove Enterprise0', 'PrivilegeEscalate Op_Server0'), ('Analyse Op_Host1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise2', 'Impact Op_Server0')], total reward: -135.79999999999998
actions: [('DecoyApache Defender', 'DiscoverRemoteSystems 10.0.167.16/28'), ('DecoyFemitter Op_Host2', 'DiscoverNetworkServices 10.0.167.17'), ('Remove Defender', 'ExploitRemoteService 10.0.167.17'), ('Analyse Op_Host2', 'PrivilegeEscalate User2'), ('Analyse User4', 'DiscoverNetworkServices 10.0.131.164'), ('DecoyFemitter User2', 'ExploitRemoteService 10.0.131.164'), ('DecoyApache User0', 'PrivilegeEscalate Enterprise1'), ('Monitor', 'DiscoverRemoteSystems 10.0.131.160/28'), ('Remove Op_Host1', 'DiscoverNetworkServices 10.0.131.170'), ('DecoyFemitter Enterprise0', 'ExploitRemoteService 10.0.131.170'), ('DecoyFemitter User3', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Server0', 'DiscoverNetworkServices 10.0.132.197'), ('Remove User2', 'ExploitRemoteService 10.0.132.197'), ('DecoyFemitter User1', 'PrivilegeEscalate Op_Server0'), ('DecoyApache Op_Server0', 'Impact Op_Server0'), ('DecoyApache Op_Host1', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Analyse User4', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0'), ('Remove Enterprise2', 'Impact Op_Server0'), ('DecoyApache Enterprise0', 'Impact Op_Server0'), ('Analyse User1', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyApache User3', 'Impact Op_Server0')], total reward: -223.79999999999993
actions: [('Analyse User0', 'DiscoverRemoteSystems 10.0.181.176/28'), ('DecoyApache User3', 'DiscoverNetworkServices 10.0.181.178'), ('DecoyApache Enterprise2', 'ExploitRemoteService 10.0.181.178'), ('Analyse User4', 'PrivilegeEscalate User4'), ('DecoyFemitter Enterprise0', 'DiscoverNetworkServices 10.0.136.4'), ('Analyse User2', 'ExploitRemoteService 10.0.136.4'), ('DecoyApache User3', 'PrivilegeEscalate Enterprise0'), ('DecoyApache Enterprise0', 'DiscoverRemoteSystems 10.0.136.0/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.136.6'), ('Sleep', 'ExploitRemoteService 10.0.136.6'), ('DecoyFemitter Enterprise0', 'PrivilegeEscalate Enterprise2'), ('DecoyApache User4', 'DiscoverNetworkServices 10.0.89.113'), ('DecoyApache User1', 'ExploitRemoteService 10.0.89.113'), ('Sleep', 'PrivilegeEscalate Op_Server0'), ('Remove User4', 'Impact Op_Server0'), ('Remove User0', 'Impact Op_Server0'), ('DecoyApache User2', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('DecoyFemitter Enterprise1', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyFemitter Defender', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Analyse User2', 'Impact Op_Server0'), ('DecoyFemitter Op_Server0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyApache User0', 'Impact Op_Server0'), ('Remove Op_Host2', 'Impact Op_Server0')], total reward: -223.69999999999993
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.171.224/28'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.171.236'), ('DecoyApache Op_Server0', 'ExploitRemoteService 10.0.171.236'), ('Remove User4', 'PrivilegeEscalate User1'), ('Analyse Op_Server0', 'DiscoverNetworkServices 10.0.129.123'), ('DecoyApache Op_Host0', 'ExploitRemoteService 10.0.129.123'), ('DecoyApache User1', 'ExploitRemoteService 10.0.171.236'), ('Remove Op_Server0', 'PrivilegeEscalate User1'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.129.123'), ('DecoyApache User2', 'ExploitRemoteService 10.0.129.123'), ('DecoyApache Op_Server0', 'PrivilegeEscalate Enterprise1'), ('DecoyFemitter Op_Server0', 'DiscoverRemoteSystems 10.0.129.112/28'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.129.119'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.129.119'), ('DecoyFemitter User2', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Defender', 'DiscoverNetworkServices 10.0.67.236'), ('DecoyApache User1', 'ExploitRemoteService 10.0.67.236'), ('Analyse Op_Host2', 'ExploitRemoteService 10.0.129.119'), ('DecoyApache Defender', 'PrivilegeEscalate Enterprise2'), ('Remove User0', 'DiscoverNetworkServices 10.0.67.236'), ('DecoyApache User2', 'ExploitRemoteService 10.0.67.236'), ('DecoyApache Op_Host2', 'PrivilegeEscalate Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Sleep', 'Impact Op_Server0'), ('DecoyFemitter User3', 'Impact Op_Server0'), ('DecoyFemitter Op_Host0', 'Impact Op_Server0'), ('Analyse Op_Host2', 'Impact Op_Server0'), ('DecoyFemitter Op_Host2', 'Impact Op_Server0'), ('Remove Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter User4', 'Impact Op_Server0')], total reward: -127.79999999999998
actions: [('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.251.64/28'), ('Remove User3', 'DiscoverNetworkServices 10.0.251.72'), ('Analyse User0', 'ExploitRemoteService 10.0.251.72'), ('Analyse Op_Host2', 'PrivilegeEscalate User1'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.132.86'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.132.86'), ('Remove User2', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'DiscoverRemoteSystems 10.0.132.80/28'), ('DecoyFemitter User3', 'DiscoverNetworkServices 10.0.132.84'), ('Analyse User4', 'ExploitRemoteService 10.0.132.84'), ('DecoyApache Enterprise1', 'PrivilegeEscalate Enterprise2'), ('DecoyApache Op_Server0', 'DiscoverNetworkServices 10.0.151.76'), ('DecoyFemitter User1', 'ExploitRemoteService 10.0.151.76'), ('Remove User0', 'ExploitRemoteService 10.0.132.84'), ('DecoyFemitter Op_Host0', 'PrivilegeEscalate Enterprise2'), ('DecoyFemitter Op_Host1', 'DiscoverNetworkServices 10.0.151.76'), ('DecoyFemitter User4', 'ExploitRemoteService 10.0.151.76'), ('Analyse User0', 'PrivilegeEscalate Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('DecoyApache User1', 'Impact Op_Server0'), ('DecoyApache Enterprise1', 'Impact Op_Server0'), ('DecoyFemitter Enterprise2', 'Impact Op_Server0'), ('Analyse Op_Host0', 'Impact Op_Server0'), ('DecoyApache Op_Host0', 'Impact Op_Server0'), ('Analyse Defender', 'Impact Op_Server0'), ('DecoyApache User4', 'Impact Op_Server0'), ('Analyse User3', 'Impact Op_Server0'), ('Remove Op_Host0', 'Impact Op_Server0'), ('Analyse Enterprise0', 'Impact Op_Server0'), ('Remove User2', 'Impact Op_Server0')], total reward: -180.79999999999995
